cluster_id,cluster_name,rank,player,distance_to_centroid,pts,ast,dreb,OER
0,Organitzadors de Joc,1,88,3.1423699282267075,9.219917012448132,2.228215767634855,,83.91872497922803
0,Organitzadors de Joc,2,93,3.8895652084948287,8.4375,2.0,,74.81711372201286
0,Organitzadors de Joc,3,82,4.299253242247677,11.048076923076923,1.8846153846153848,,86.56019285821907
1,Jugadors de Rol,1,38,2.289654194802222,2.717391304347826,0.3478260869565217,,72.50580046403712
1,Jugadors de Rol,2,90,2.7553051324472753,3.962962962962963,0.7160493827160493,,77.2005772005772
1,Jugadors de Rol,3,98,2.960107518382153,3.242424242424242,0.5656565656565656,,69.09169177787345
2,Jugadors de Rol,1,23,1.0083257918105686,7.047337278106509,1.1309171597633136,,82.6903883705793
2,Jugadors de Rol,2,35,1.1753711354708076,6.874603174603174,1.073015873015873,,84.15427960750024
2,Jugadors de Rol,3,14,1.175967937704872,6.9530677655677655,1.0556318681318682,,84.23799987796015
