_id,n_records,total_min,avg_min,pts,fgm,fga,3pm,3pa,ftm,fta,oreb,dreb,ast,tov,stl,blk,pf,player,n_outliers,possessions,possessions_per_match,oer,def_contribution,def_per_match,fg2a,fg2m,pct_2pa,pct_3pa,fg2_pct,fg3_pct,best_zone,best_zone_pct,OER,fga_2,fgm_2,defensive_contribution,total_defensive_actions,best_zone_efficiency,scaled_pts,scaled_fgm,scaled_fga,scaled_3pm,scaled_3pa,scaled_ftm,scaled_fta,scaled_ast,scaled_tov,scaled_stl,scaled_blk,scaled_pf,scaled_possessions,scaled_possessions_per_match,scaled_oer,scaled_def_contribution,scaled_def_per_match,scaled_fg2a,scaled_fg2m,scaled_pct_2pa,scaled_pct_3pa,scaled_fg2_pct,scaled_fg3_pct,scaled_best_zone_pct,scaled_OER,scaled_fga_2,scaled_fgm_2,scaled_defensive_contribution,scaled_total_defensive_actions,scaled_best_zone_efficiency
9,5303,6142478,1158.3024702998302,6.611729209881199,2.383367904959457,5.928153875165001,0.7277013011502923,2.4080709032623044,1.1172920988119932,1.6852724872713558,,,1.4065623232132756,1.3954365453516877,0.7946445408259476,0.11936639637940788,1.8732792758815764,9,0,7.997699415425231,0.0015081462220300267,82.67,2.3094474825570432,0.00043549829955818277,3.5200829719026965,1.6556666038091645,59.37907561154054,40.620924388459464,47.03487437724326,30.219263899765075,MBL,56.027615507169415,82.67038890120202,3.5200829719026965,1.6556666038091645,0.9140109372053555,2.3094474825570432,0.0,0.16534745604507534,0.13690708969640092,0.16776695189447877,0.4769900943590536,0.3430877381067262,0.01676786296613145,-0.07400420357800844,0.6800998282948121,0.18330070766686934,0.23595087922537522,-0.4022270133928616,0.26104217970671095,0.1463142118373853,-0.8201565623468825,0.24446135102699304,0.1514977704266761,-0.8187969906367653,-0.046044725153491194,-0.08374477446044412,-0.39849352208185285,0.39849352208185207,-0.13632966276030228,0.5735964519021283,-0.3735507995307477,0.2444821326561725,-0.046044725153491194,-0.08374477446044412,0.07725129299867907,0.1514977704266761,0.0
51,63,68363,1085.126984126984,6.4603174603174605,2.3333333333333335,6.238095238095238,0.8412698412698413,2.9523809523809526,0.9523809523809523,1.4126984126984128,,,1.5714285714285714,1.619047619047619,1.0158730158730158,0.015873015873015872,1.7142857142857142,51,0,8.422222222222222,0.13368606701940036,76.71,2.6507936507936507,0.04207608969513731,3.2857142857142856,1.492063492063492,52.67175572519084,47.32824427480916,45.410628019323674,28.494623655913976,PC,100.0,76.7056162834527,3.2857142857142856,1.492063492063492,1.0317460317460316,2.6507936507936507,0.0,0.08661825732150216,0.05966768029242096,0.36883701315368134,0.8873306850261514,0.9532887083412546,-0.30447065805939005,-0.4755296700707818,1.0553348194353884,0.8295581566899283,1.2339194252417798,-1.6305041752025033,-0.21017608779568947,0.352033248048236,0.9682872718179726,-0.6014713814088493,0.7833961446946286,1.0667768136882503,-0.2735473663039906,-0.3999550802035549,-1.0452736604783373,1.0452736604783357,-0.5014896460016768,0.2341224952358303,1.3130595928772348,-0.6020996825779468,-0.2735473663039906,-0.3999550802035549,0.5711772782906513,0.7833961446946286,0.0
69,79,72544,918.2784810126582,5.405063291139241,2.0253164556962027,5.455696202531645,0.7721518987341772,2.7088607594936707,0.5822784810126582,0.9493670886075949,,,0.5189873417721519,1.0253164556962024,0.5569620253164557,0.0379746835443038,1.7088607594936709,69,0,6.860759493670886,0.08684505688190995,78.78,1.6202531645569618,0.020509533728569136,2.7468354430379747,1.2531645569620253,50.34802784222738,49.651972157772626,45.622119815668206,28.504672897196265,Ce3R,50.0,78.78228782287823,2.7468354430379747,1.2531645569620253,0.5949367088607594,1.6202531645569618,0.0,-0.46207968341616784,-0.4158243833336108,-0.13873325924433394,0.6375969353810165,0.6802894164631653,-1.025411438008165,-1.1580572594527072,-1.3400176542279558,-0.8863818488338729,-0.8362423561439096,-1.3681977986427698,-0.22625433507015028,-0.40463424414225074,0.33450127139455815,-0.3076658854118362,-1.1243354148372935,0.09019767258633857,-0.7966392603739562,-0.8616963301351083,-1.2693484127199242,1.2693484127199233,-0.45394246177540254,0.23610056324842357,-0.6047467893113108,-0.3073571208480292,-0.7966392603739562,-0.8616963301351083,-1.2613389823242984,-1.1243354148372935,0.0
34,1134,1268180,1118.3245149911816,6.4109347442680775,2.497354497354497,5.698412698412699,0.34656084656084657,1.3218694885361553,1.0696649029982364,1.8298059964726632,,,0.8024691358024691,1.4303350970017636,0.6596119929453262,0.27336860670194,2.1005291005291005,34,0,7.860670194003528,0.006931807931220042,81.56,2.36331569664903,0.0020840526425476456,4.3765432098765435,2.1507936507936507,76.80284741566079,23.197152584339214,49.14366310699173,26.21747831887925,PR,58.2089552238806,81.55710118914067,4.3765432098765435,2.1507936507936507,0.9329805996472662,2.36331569664903,0.0,0.060940846707307955,0.31287056435855487,0.018725623410212354,-0.9001289484562027,-0.8746027274821919,-0.07600749076171294,0.13890630449880484,-0.6948141051511847,0.28416086897822707,-0.37318515285477755,1.4254975896863513,0.9345554187699552,0.07991137337439456,-0.7467712776950916,0.08691347636192875,0.25121834759117456,-0.7441469729504846,0.7853247267484427,0.8732313688297481,1.2816633408392526,-1.281663340839253,0.33776421681647595,-0.21410520919325088,-0.2898830549221464,0.08647290203601758,0.7853247267484427,0.8732313688297481,0.15683341971145595,0.25121834759117456,0.0
94,48,35886,747.625,3.375,1.3958333333333333,3.875,0.1875,0.9583333333333334,0.3958333333333333,0.875,,,0.75,1.1875,0.4166666666666667,0.10416666666666667,1.5208333333333333,94,0,5.4125,0.11276041666666665,62.36,1.7083333333333335,0.03559027777777778,2.9166666666666665,1.2083333333333333,75.26881720430107,24.731182795698924,41.42857142857142,19.565217391304344,Ce3R,66.66666666666666,62.35565819861433,2.9166666666666665,1.2083333333333333,0.5208333333333334,1.7083333333333335,0.0,-1.5176467495787047,-1.3875705784323593,-1.164187491200994,-1.4748402343552751,-1.2821463967186526,-1.3885970976138742,-1.2676064892965864,-0.814233670532952,-0.4176558511320984,-1.4691190916310188,-0.5826200083891587,-0.7835219194231741,-1.106444706268171,0.6851511010908811,-2.6382389502770227,-0.9612818327726006,0.7730855705698707,-0.6317833977853513,-0.9483456290341646,1.1337383440865485,-1.1337383440865498,-1.3967280504810076,-1.5235199383878952,0.03452200475153741,-2.6387931732645944,-0.6317833977853513,-0.9483456290341646,-1.5722198026407888,-0.9612818327726006,0.0
38,46,28183,612.6739130434783,2.717391304347826,1.0434782608695652,2.5652173913043477,0.17391304347826086,0.8043478260869565,0.45652173913043476,0.782608695652174,,,0.34782608695652173,0.8695652173913043,0.6304347826086957,0.06521739130434782,1.2826086956521738,38,1,3.7478260869565214,0.08147448015122873,72.51,1.5652173913043477,0.034026465028355386,1.7608695652173911,0.8695652173913043,68.64406779661016,31.355932203389834,49.38271604938272,21.62162162162162,PR,66.66666666666666,72.50580046403712,1.7608695652173911,0.8695652173913043,0.6956521739130435,1.5652173913043477,0.0,-1.8595819417386452,-1.931508436059354,-2.0138903733101836,-1.5239319965513,-1.4547724690756474,-1.2703791715150474,-1.403706966336669,-1.7295800578709486,-1.336517865290635,-0.5048044580561849,-1.0448766779702288,-1.489561836497555,-1.913127191905305,0.26183425725215403,-1.1975984747361181,-1.2262173718680824,0.7022728309723874,-1.7537203659450686,-1.6031129398452937,0.4949203942421681,-0.4949203942421701,0.391507645583713,-1.118742372133103,0.03452200475153741,-1.1981806948649494,-1.7537203659450686,-1.6031129398452937,-0.8388142839396384,-1.2262173718680824,0.0
22,2642,3075300,1164.004542013626,7.112036336109008,2.5870552611657835,6.1695685087055265,0.738455715367146,2.410295230885693,1.1994700984102953,1.8372445117335352,,,1.141559424678274,1.4110522331566995,0.8573050719152158,0.20098410295230887,1.9034822104466314,22,0,8.31551854655564,0.0031474332121709464,85.53,2.469341408024224,0.0009346485268827495,3.7592732778198337,1.8485995457986375,60.93251533742331,39.06748466257669,49.17438582360049,30.637562814070346,PL,57.961783439490446,85.5272740514165,3.7592732778198337,1.8485995457986375,1.0582891748675247,2.469341408024224,0.0,0.42549093419059275,0.4513435000647189,0.32438126982850446,0.5158474458524958,0.3455813295370311,0.17684642419809363,0.14986388846864776,0.07695417925842736,0.2284315430893148,0.5186144879243376,0.5664259042358493,0.35055633585480467,0.3003258321760389,-0.797976059792007,0.65039551457842,0.4474926312449121,-0.7961944155646447,0.18613828196546683,0.28915390652092693,-0.2486968852848182,0.2486968852848168,0.34467123965034746,0.6559333844970326,-0.2993636074341538,0.6499606263689098,0.18613828196546683,0.28915390652092693,0.6825319102309165,0.4474926312449121,0.0
75,88,80665,916.6477272727273,4.318181818181818,1.6931818181818181,4.284090909090909,0.22727272727272727,0.9431818181818182,0.7045454545454546,1.125,,,1.0227272727272727,1.2272727272727273,0.6022727272727273,0.09090909090909091,1.7613636363636365,75,0,5.961363636363637,0.06774276859504133,72.44,1.9204545454545454,0.021823347107438017,3.340909090909091,1.4659090909090908,77.9840848806366,22.015915119363395,43.87755102040816,24.096385542168672,PR,66.66666666666666,72.43614182234083,3.340909090909091,1.4659090909090908,0.6931818181818182,1.9204545454545454,0.0,-1.0272227962854463,-0.9285475347560149,-0.8987955687617599,-1.3311352577450932,-1.2991320637313193,-0.7872415956539001,-0.8993346102469503,-0.1935073734683647,-0.3027088547999116,-0.6318443674100345,-0.7399631876757387,-0.07064857072830101,-0.8404714853337654,0.07603624562476714,-1.2075339262915739,-0.5686040717196895,0.14968991340090843,-0.21996954341381642,-0.4505060208141326,1.3955688864255025,-1.395568886425504,-0.8461531069982996,-0.6316159102994539,0.03452200475153741,-1.208067365005318,-0.21996954341381642,-0.4505060208141326,-0.8491779982877466,-0.5686040717196895,0.0
44,1017,1316246,1294.243854473943,8.582104228121928,3.0678466076696167,7.48377581120944,0.9124877089478859,2.954768928220256,1.5339233038348083,2.16125860373648,,,1.2586037364798426,1.5791543756145525,0.8269419862340216,0.15142576204523106,2.0747295968534907,44,0,9.927433628318584,0.009761488326763603,86.45,2.557522123893805,0.002514771016611411,4.529006882989184,2.155358898721731,60.51767179082906,39.48232820917094,47.590099869735134,30.88186356073211,PR,56.666666666666664,86.44836671222838,4.529006882989184,2.155358898721731,0.9783677482792527,2.557522123893805,0.0,1.189878556293252,1.1935511065971454,1.1769546092611993,1.1446517869642194,0.9559657582623406,0.8283442482565918,0.6271650024705923,0.34334661420098284,0.7142628570959235,0.38164566208315254,-0.021740971901515176,0.8580919613669163,1.0814419742649148,-0.7084840628142858,0.7809757350215367,0.6107323456018304,-0.7246431365265303,0.9333218370993869,0.8820550301142317,-0.28869983296369195,0.2886998329636905,-0.011504921399513608,0.7040209444281462,-0.34903927168617144,0.7806915605990866,0.9333218370993869,0.8820550301142317,0.34724301843906374,0.6107323456018304,0.0
98,99,71679,724.030303030303,3.242424242424242,1.1717171717171717,3.484848484848485,0.3434343434343434,1.303030303030303,0.5555555555555556,0.9494949494949495,,,0.5656565656565656,0.8282828282828283,0.5151515151515151,0.1111111111111111,1.1414141414141414,98,0,4.692929292929293,0.04740332619120498,69.09,1.4545454545454546,0.014692378328741965,2.1818181818181817,0.8282828282828283,62.60869565217391,37.391304347826086,37.96296296296296,26.356589147286826,PL,100.0,69.09169177787345,2.1818181818181817,0.8282828282828283,0.6262626262626263,1.4545454545454546,0.0,-1.5865818434151064,-1.7335433608211113,-1.4172927505643373,-0.9114254847883713,-0.8957224721804815,-1.0774663368861166,-1.1578689091757353,-1.2337986676229047,-1.455827929116452,-1.0248508706158028,-0.500202152572379,-1.9080281728762405,-1.455140677306859,-0.1991681919851791,-1.6830162507311817,-1.4310927254609054,-0.17321539312642265,-1.3451038241074742,-1.682903090182349,-0.0870644964437576,0.08706449644375554,-2.175859567724282,-0.18672297483856948,1.3130595928772348,-1.6827460780177472,-1.3451038241074742,-1.682903090182349,-1.1299195047398436,-1.4310927254609054,0.0
